"ticket_id";"id";"history_type_id";"queue_id";"owner_id"
"494212";"14732641";"1";"7";"1"
"494211";"14734889";"23";"7";"578"
"494211";"14732638";"1";"7";"1"
"494210";"14734633";"23";"7";"578"
"494210";"14732635";"1";"7";"1"
"494209";"14734617";"23";"7";"578"
"494209";"14732632";"1";"7";"1"
"494208";"14734741";"23";"7";"578"
"494208";"14732629";"1";"7";"1"
"494207";"14734595";"23";"7";"578"
"494207";"14732626";"1";"7";"1"
"494206";"14734725";"23";"7";"578"
"494206";"14732623";"1";"7";"1"
"494205";"14734643";"23";"7";"578"
"494205";"14732620";"1";"7";"1"
"494204";"14734715";"23";"7";"578"
"494204";"14732617";"1";"7";"1"
"494203";"14734869";"23";"7";"578"
"494203";"14732516";"1";"7";"1"
"494202";"14736182";"23";"7";"275"
"494202";"14732513";"1";"7";"1"
"494201";"14734909";"23";"7";"578"
"494201";"14732510";"1";"7";"1"
"494200";"14735050";"23";"7";"578"
"494200";"14732507";"1";"7";"1"
"494199";"14734768";"23";"7";"578"
"494199";"14732504";"1";"7";"1"
"494198";"14735932";"23";"7";"275"
"494198";"14732501";"1";"7";"1"
"494197";"14734841";"23";"7";"578"
"494197";"14732498";"1";"7";"1"
"494196";"14735364";"23";"7";"578"
"494196";"14732495";"1";"7";"1"
"494195";"14735892";"23";"7";"275"
"494195";"14732492";"1";"7";"1"
"494194";"14735942";"23";"7";"275"
"494194";"14732489";"1";"7";"1"
"494193";"14736156";"23";"7";"275"
"494193";"14732486";"1";"7";"1"
"494192";"14734954";"23";"7";"578"
"494192";"14732483";"1";"7";"1"
"494191";"14734804";"23";"7";"578"
"494191";"14732480";"1";"7";"1"
"494190";"14734944";"23";"7";"578"
"494190";"14732477";"1";"7";"1"
"494189";"14736071";"23";"7";"275"
"494189";"14732460";"1";"7";"1"
"494188";"14735502";"23";"7";"578"
"494188";"14732457";"1";"7";"1"
"494187";"14734814";"23";"7";"578"
"494187";"14732412";"1";"7";"1"
"494186";"14735311";"23";"7";"578"
"494186";"14732409";"1";"7";"1"
"494185";"14735291";"23";"7";"578"
"494185";"14732406";"1";"7";"1"
"494184";"14735301";"23";"7";"578"
"494184";"14732403";"1";"7";"1"
"494183";"14736172";"23";"7";"275"
"494183";"14732400";"1";"7";"1"
"494182";"14735482";"23";"7";"578"
"494182";"14732397";"1";"7";"1"
"494181";"14735000";"23";"7";"578"
"494181";"14732338";"1";"7";"1"
"494180";"14735337";"23";"7";"578"
"494180";"14732335";"1";"7";"1"
"494179";"14734974";"23";"7";"578"
"494179";"14732332";"1";"7";"1"
"494178";"14735374";"23";"7";"578"
"494178";"14732329";"1";"7";"1"
"494177";"14735103";"23";"7";"578"
"494177";"14732326";"1";"7";"1"
"494176";"14735073";"23";"7";"578"
"494176";"14732323";"1";"7";"1"
"494175";"14735010";"23";"7";"578"
"494175";"14732320";"1";"7";"1"
"494174";"14735452";"23";"7";"578"
"494174";"14732317";"1";"7";"1"
"494173";"14735233";"23";"7";"578"
"494173";"14732261";"1";"7";"1"
"494172";"14735442";"23";"7";"578"
"494172";"14732258";"1";"7";"1"
"494171";"14735472";"23";"7";"578"
"494171";"14732255";"1";"7";"1"
"494170";"14735040";"23";"7";"578"
"494170";"14732252";"1";"7";"1"
"494169";"14734964";"23";"7";"578"
"494169";"14732249";"1";"7";"1"
"494168";"14735321";"23";"7";"578"
"494168";"14732246";"1";"7";"1"
"494167";"14735060";"23";"7";"578"
"494167";"14732243";"1";"7";"1"
"494166";"14735223";"23";"7";"578"
"494166";"14732233";"1";"7";"1"
"494165";"14735163";"23";"7";"578"
"494165";"14732209";"1";"7";"1"
"494164";"14735113";"23";"7";"578"
"494164";"14732206";"1";"7";"1"
"494163";"14735085";"23";"7";"578"
"494163";"14732203";"1";"7";"1"
"494162";"14735123";"23";"7";"578"
"494162";"14732144";"1";"7";"1"
"494161";"14735133";"23";"7";"578"
"494161";"14732141";"1";"7";"1"
"494160";"14735195";"23";"7";"578"
"494160";"14732138";"1";"7";"1"
"494159";"14735492";"23";"7";"578"
"494159";"14732135";"1";"7";"1"
"494158";"14735153";"23";"7";"578"
"494158";"14732132";"1";"7";"1"
"494157";"14735183";"23";"7";"578"
"494157";"14732129";"1";"7";"1"
"494156";"14736425";"23";"7";"275"
"494156";"14732126";"1";"7";"1"
"494155";"14735143";"23";"7";"578"
"494155";"14732123";"1";"7";"1"
"494154";"14735912";"23";"7";"275"
"494154";"14732064";"1";"7";"1"
"494153";"14735351";"23";"7";"578"
"494153";"14732061";"1";"7";"1"
"494152";"14735243";"23";"7";"578"
"494152";"14732058";"1";"7";"1"
"494151";"14735462";"23";"7";"578"
"494151";"14732055";"1";"7";"1"
"494150";"14735882";"23";"7";"275"
"494150";"14732052";"1";"7";"1"
"494149";"14735263";"23";"7";"578"
"494149";"14732049";"1";"7";"1"
"494148";"14735253";"23";"7";"578"
"494148";"14732046";"1";"7";"1"
"494147";"14735963";"23";"7";"275"
"494147";"14732043";"1";"7";"1"
"494146";"14736016";"23";"7";"275"
"494146";"14731987";"1";"7";"1"
"494145";"14736226";"23";"7";"275"
"494145";"14731984";"1";"7";"1"
"494144";"14735281";"23";"7";"578"
"494144";"14731981";"1";"7";"1"
"494143";"14734092";"23";"8";"597"
"494143";"14733531";"23";"8";"223"
"494143";"14731978";"1";"8";"1"
"494142";"14736329";"23";"7";"275"
"494142";"14731975";"1";"7";"1"
"494141";"14735577";"23";"7";"578"
"494141";"14731972";"1";"7";"1"
"494140";"14736289";"23";"7";"275"
"494140";"14731969";"1";"7";"1"
"494139";"14736843";"23";"7";"275"
"494139";"14731931";"1";"7";"1"
"494138";"14736409";"23";"7";"275"
"494138";"14731928";"1";"7";"1"
"494137";"14735973";"23";"7";"275"
"494137";"14731925";"1";"7";"1"
"494136";"14735563";"23";"7";"578"
"494136";"14731922";"1";"7";"1"
"494135";"14735868";"23";"7";"275"
"494135";"14731919";"1";"7";"1"
"494134";"14736441";"23";"7";"275"
"494134";"14731867";"1";"7";"1"
"494133";"14736471";"23";"7";"275"
"494133";"14731864";"1";"7";"1"
"494132";"14736309";"23";"7";"275"
"494132";"14731861";"1";"7";"1"
"494131";"14736319";"23";"7";"275"
"494131";"14731858";"1";"7";"1"
"494130";"14736497";"23";"7";"275"
"494130";"14731855";"1";"7";"1"
"494129";"14736299";"23";"7";"275"
"494129";"14731852";"1";"7";"1"
"494128";"14736461";"23";"7";"275"
"494128";"14731849";"1";"7";"1"
"494127";"14736507";"23";"7";"275"
"494127";"14731804";"1";"7";"1"
"494126";"14736577";"23";"7";"275"
"494126";"14731801";"1";"7";"1"
"494125";"14736666";"23";"7";"275"
"494125";"14731798";"1";"7";"1"
"494124";"14736867";"23";"7";"275"
"494124";"14731795";"1";"7";"1"
"494123";"14736694";"23";"7";"275"
"494123";"14731792";"1";"7";"1"
"494122";"14736521";"23";"7";"275"
"494122";"14731789";"1";"7";"1"
"494121";"14736778";"23";"7";"275"
"494121";"14731711";"1";"7";"1"
"494120";"14736924";"23";"7";"275"
"494120";"14731708";"1";"7";"1"
"494119";"14736617";"23";"7";"275"
"494119";"14731705";"1";"7";"1"
"494118";"14736759";"23";"7";"275"
"494118";"14731702";"1";"7";"1"
"494117";"14736603";"23";"7";"275"
"494117";"14731699";"1";"7";"1"
"494116";"14736986";"23";"7";"275"
"494116";"14731648";"1";"7";"1"
"494115";"14736531";"23";"7";"275"
"494115";"14731645";"1";"7";"1"
"494114";"14736827";"23";"7";"275"
"494114";"14731642";"1";"7";"1"
"494113";"14737028";"23";"7";"275"
"494113";"14731639";"1";"7";"1"
"494112";"14736593";"23";"7";"275"
"494112";"14731550";"1";"7";"1"
"494111";"14736732";"23";"7";"275"
"494111";"14731547";"1";"7";"1"
"494110";"14731622";"23";"7";"275"
"494110";"14731544";"1";"7";"1"
"494109";"14731632";"23";"7";"275"
"494109";"14731541";"1";"7";"1"
"494108";"14736646";"23";"7";"275"
"494108";"14731538";"1";"7";"1"
"494107";"14731682";"23";"7";"275"
"494107";"14731535";"1";"7";"1"
"494106";"14731692";"23";"7";"275"
"494106";"14731532";"1";"7";"1"
"494105";"14731772";"23";"7";"275"
"494105";"14731529";"1";"7";"1"
"494104";"14731752";"23";"7";"275"
"494104";"14731477";"1";"7";"1"
"494103";"14731782";"23";"7";"275"
"494103";"14731474";"1";"7";"1"
"494102";"14731762";"23";"7";"275"
"494102";"14731471";"1";"7";"1"
"494101";"14731612";"23";"7";"275"
"494101";"14731468";"1";"7";"1"
"494100";"14737016";"23";"7";"578"
"494100";"14731465";"1";"7";"1"
"494099";"14736684";"23";"7";"275"
"494099";"14731462";"1";"7";"1"
"494098";"14736704";"23";"7";"275"
"494098";"14731459";"1";"7";"1"
"494097";"14736996";"23";"7";"578"
"494097";"14731428";"1";"7";"1"
"494096";"14736946";"23";"7";"578"
"494096";"14731425";"1";"7";"1"
"494095";"14737002";"23";"7";"275"
"494095";"14731422";"1";"7";"1"
"494094";"14736952";"23";"7";"275"
"494094";"14731419";"1";"7";"1"
"494093";"14736856";"23";"7";"275"
"494093";"14731402";"1";"7";"1"
"494092";"14736914";"23";"7";"275"
"494092";"14731399";"1";"7";"1"
"494091";"14733230";"23";"8";"471"
"494091";"14731246";"1";"8";"1"
"494090";"14731329";"23";"7";"275"
"494090";"14731176";"1";"7";"1"
"494089";"14731319";"23";"7";"275"
"494089";"14731126";"1";"7";"1"
"494088";"14733237";"23";"6";"568"
"494088";"14733217";"23";"6";"1"
"494088";"14733216";"16";"6";"528"
"494088";"14733213";"23";"14";"528"
"494088";"14733187";"16";"14";"1"
"494088";"14730918";"1";"6";"1"
"494087";"14731309";"23";"7";"275"
"494087";"14730871";"1";"7";"1"
"494086";"14731299";"23";"7";"275"
"494086";"14730868";"1";"7";"1"
"494085";"14731283";"23";"7";"275"
"494085";"14730808";"1";"7";"1"
"494084";"14731289";"23";"8";"13"
"494084";"14730692";"1";"8";"1"
"494083";"14731273";"23";"7";"275"
"494083";"14730639";"1";"7";"1"
"494082";"14731263";"23";"7";"275"
"494082";"14730099";"1";"7";"1"
"494081";"14731239";"23";"7";"275"
"494081";"14730049";"1";"7";"1"
"494080";"14731229";"23";"7";"275"
"494080";"14729991";"1";"7";"1"
"494079";"14731219";"23";"7";"275"
"494079";"14729305";"1";"7";"1"
"494078";"14733455";"23";"45";"387"
"494078";"14729130";"1";"45";"1"
"494077";"14733878";"23";"7";"578"
"494077";"14728899";"1";"7";"1"
"494076";"14733257";"23";"5";"49"
"494076";"14728879";"1";"5";"1"
"494075";"14729070";"23";"7";"578"
"494075";"14728786";"1";"7";"1"
"494074";"14728866";"23";"7";"385"
"494074";"14728783";"1";"7";"1"
"494073";"14729050";"23";"7";"578"
"494073";"14728720";"1";"7";"1"
"494072";"14728856";"23";"7";"578"
"494072";"14728530";"1";"7";"1"
"494071";"14728896";"23";"7";"578"
"494071";"14728370";"1";"7";"1"
"494070";"14728842";"23";"7";"578"
"494070";"14728280";"1";"7";"1"
"494069";"14728872";"23";"7";"578"
"494069";"14728216";"1";"7";"1"
"494068";"14731209";"23";"7";"275"
"494068";"14728213";"1";"7";"1"
"494067";"14729030";"23";"7";"578"
"494067";"14728210";"1";"7";"1"
"494066";"14731199";"23";"7";"385"
"494066";"14728071";"1";"7";"1"
"494065";"14737689";"23";"7";"385"
"494065";"14728010";"1";"7";"1"
"494064";"14748698";"23";"8";"597"
"494064";"14748501";"23";"8";"1"
"494064";"14748500";"16";"8";"588"
"494064";"14748497";"23";"14";"588"
"494064";"14748433";"23";"14";"1"
"494064";"14748432";"16";"14";"597"
"494064";"14728094";"23";"8";"597"
"494064";"14727931";"1";"8";"1"
"494063";"14729102";"23";"7";"578"
"494063";"14727750";"1";"7";"1"
"494062";"14728483";"23";"7";"385"
"494062";"14727637";"1";"7";"1"
"494061";"14727987";"23";"46";"363"
"494061";"14727499";"1";"46";"1"
"494060";"14730488";"23";"41";"391"
"494060";"14727351";"1";"41";"1"
"494059";"14729080";"23";"7";"578"
"494059";"14727020";"1";"7";"1"
"494058";"14733180";"23";"10";"347"
"494058";"14727017";"1";"10";"1"
"494057";"14733200";"23";"10";"347"
"494057";"14727014";"1";"10";"1"
"494056";"14728453";"23";"7";"385"
"494056";"14726911";"1";"7";"1"
"494055";"14728523";"23";"7";"385"
"494055";"14726908";"1";"7";"1"
"494054";"14728463";"23";"7";"385"
"494054";"14726835";"1";"7";"1"
"494053";"14728423";"23";"7";"385"
"494053";"14726730";"1";"7";"1"
"494052";"14733474";"16";"3";"1"
"494052";"14726665";"1";"12";"1"
"494051";"14728503";"23";"7";"385"
"494051";"14726632";"1";"7";"1"
"494050";"14727405";"23";"5";"49"
"494050";"14726576";"1";"5";"1"
"494049";"14729100";"23";"8";"471"
"494049";"14726496";"1";"8";"1"
"494048";"14726593";"23";"8";"240"
"494048";"14726440";"1";"8";"1"
"494047";"14728003";"23";"7";"275"
"494047";"14726414";"1";"7";"1"
"494046";"14726533";"23";"46";"363"
"494046";"14726250";"1";"46";"1"
"494045";"14728054";"23";"7";"275"
"494045";"14726200";"1";"7";"1"
"494044";"14726659";"23";"6";"6"
"494044";"14726126";"1";"6";"1"
"494043";"14726073";"23";"46";"363"
"494043";"14726028";"1";"46";"1"
"494042";"14728146";"23";"7";"275"
"494042";"14725998";"1";"7";"1"
"494041";"14733471";"23";"12";"36"
"494041";"14725907";"1";"12";"1"
"494040";"14728353";"23";"7";"275"
"494040";"14725904";"1";"7";"1"
"494039";"14725887";"23";"10";"285"
"494039";"14725817";"1";"10";"1"
"494038";"14726137";"23";"25";"605"
"494038";"14725733";"1";"25";"1"
"494037";"14728202";"23";"7";"275"
"494037";"14725723";"1";"7";"1"
"494036";"14728106";"23";"7";"275"
"494036";"14725682";"1";"7";"1"
"494035";"14728034";"23";"7";"275"
"494035";"14725647";"1";"7";"1"
"494034";"14727584";"23";"7";"275"
"494034";"14725619";"1";"7";"1"
"494033";"14733670";"23";"5";"49"
"494033";"14733563";"23";"5";"1"
"494033";"14733562";"16";"5";"526"
"494033";"14733449";"23";"14";"526"
"494033";"14733245";"16";"14";"1"
"494033";"14725851";"23";"5";"1"
"494033";"14725850";"16";"5";"526"
"494033";"14725844";"23";"14";"526"
"494033";"14725616";"1";"14";"476"
"494032";"14727834";"23";"7";"275"
"494032";"14725593";"1";"7";"1"
"494031";"14725755";"23";"8";"597"
"494031";"14725551";"1";"8";"1"
"494030";"14725573";"23";"10";"285"
"494030";"14725533";"1";"10";"1"
"494029";"14727664";"23";"7";"275"
"494029";"14725505";"1";"7";"1"
"494028";"14725590";"23";"10";"285"
"494028";"14725481";"1";"10";"1"
"494027";"14726523";"23";"7";"385"
"494027";"14725471";"1";"7";"1"
"494026";"14727724";"23";"7";"275"
"494026";"14725440";"1";"7";"1"
"494025";"14725814";"23";"7";"578"
"494025";"14725411";"1";"7";"1"
"494024";"14725453";"23";"10";"285"
"494024";"14725307";"1";"10";"1"
"494023";"14727784";"23";"7";"275"
"494023";"14725304";"1";"7";"1"
"494022";"14727534";"23";"7";"275"
"494022";"14725286";"1";"7";"1"
"494021";"14733835";"23";"7";"578"
"494021";"14725257";"1";"7";"1"
"494020";"14725781";"23";"7";"578"
"494020";"14725247";"1";"7";"1"
"494019";"14725280";"23";"46";"363"
"494019";"14725222";"1";"46";"1"
"494018";"14725244";"23";"42";"343"
"494018";"14725208";"1";"42";"1"
"494017";"14725201";"23";"10";"285"
"494017";"14725108";"1";"10";"1"
"494016";"14725159";"23";"10";"285"
"494016";"14725035";"1";"10";"1"
"494015";"14725185";"23";"10";"285"
"494015";"14725032";"1";"10";"1"
"494014";"14725171";"23";"10";"285"
"494014";"14725029";"1";"10";"1"
"494013";"14725139";"23";"13";"515"
"494013";"14725021";"1";"13";"1"
"494012";"14725838";"23";"8";"240"
"494012";"14724987";"1";"8";"1"
"494011";"14727180";"23";"7";"275"
"494011";"14724966";"1";"7";"1"
"494010";"14733845";"23";"7";"578"
"494010";"14724899";"1";"7";"1"
"494009";"14727620";"23";"7";"578"
"494009";"14724873";"1";"7";"1"
"494008";"14725791";"23";"7";"578"
"494008";"14724708";"1";"7";"1"
"494007";"14724922";"23";"10";"347"
"494007";"14724705";"1";"10";"1"
"494006";"14725660";"23";"7";"578"
"494006";"14724531";"1";"7";"1"
"494005";"14725716";"23";"10";"347"
"494005";"14724528";"1";"10";"1"
"494004";"14725699";"23";"7";"578"
"494004";"14724433";"1";"7";"1"
"494003";"14727214";"23";"7";"275"
"494003";"14724430";"1";"7";"1"
"494002";"14724638";"23";"41";"473"
"494002";"14724427";"1";"41";"1"
"494001";"14724932";"23";"40";"126"
"494001";"14724354";"1";"40";"1"
"494000";"14725761";"23";"7";"578"
"494000";"14724276";"1";"7";"1"
"493999";"14725745";"23";"7";"578"
"493999";"14724273";"1";"7";"1"
"493998";"14724401";"23";"10";"347"
"493998";"14724270";"1";"10";"1"
"493997";"14725771";"23";"7";"578"
"493997";"14724215";"1";"7";"1"
"493996";"14724335";"23";"46";"363"
"493996";"14724169";"1";"46";"1"
"493995";"14731029";"23";"42";"335"
"493995";"14724145";"1";"42";"1"
"493994";"14727334";"23";"7";"275"
"493994";"14724085";"1";"7";"1"
"493993";"14727684";"23";"7";"578"
"493993";"14724046";"1";"7";"1"
"493992";"14725875";"23";"7";"578"
"493992";"14723949";"1";"7";"1"
"493991";"14727244";"23";"7";"275"
"493991";"14723865";"1";"7";"1"
"493990";"14725922";"23";"7";"578"
"493990";"14723862";"1";"7";"1"
"493989";"14723785";"23";"30";"595"
"493989";"14723756";"1";"30";"1"
"493988";"14724341";"23";"12";"36"
"493988";"14723688";"1";"12";"1"
"493987";"14723946";"23";"10";"285"
"493987";"14723685";"1";"10";"1"
"493986";"14723976";"23";"10";"285"
"493986";"14723682";"1";"10";"1"
"493985";"14723933";"23";"10";"285"
"493985";"14723620";"1";"10";"1"
"493984";"14726799";"23";"7";"275"
"493984";"14723617";"1";"7";"1"
"493983";"14726764";"23";"7";"275"
"493983";"14723614";"1";"7";"1"
"493982";"14723885";"23";"10";"285"
"493982";"14723611";"1";"10";"1"
"493981";"14724258";"23";"10";"285"
"493981";"14723608";"1";"10";"1"
"493980";"14724248";"23";"10";"285"
"493980";"14723556";"1";"10";"1"
"493979";"14724238";"23";"10";"285"
"493979";"14723553";"1";"10";"1"
"493978";"14725804";"23";"7";"578"
"493978";"14723550";"1";"7";"1"
"493977";"14726789";"23";"7";"275"
"493977";"14723533";"1";"7";"1"
"493976";"14724212";"23";"7";"578"
"493976";"14723518";"1";"7";"1"
"493975";"14724061";"23";"39";"360"
"493975";"14723484";"1";"39";"1"
"493974";"14723605";"23";"39";"416"
"493974";"14723459";"1";"39";"1"
"493973";"14723599";"23";"10";"285"
"493973";"14723431";"1";"10";"1"
"493972";"14723470";"23";"7";"578"
"493972";"14723383";"1";"7";"1"
"493971";"14725640";"23";"7";"578"
"493971";"14723319";"1";"7";"1"
"493970";"14726828";"23";"7";"275"
"493970";"14723295";"1";"7";"1"
"493969";"14726673";"23";"7";"275"
"493969";"14723292";"1";"7";"1"
"493968";"14723495";"23";"10";"300"
"493968";"14723252";"1";"10";"1"
"493967";"14726723";"23";"7";"275"
"493967";"14723228";"1";"7";"1"
"493966";"14726779";"23";"7";"275"
"493966";"14723218";"1";"7";"1"
"493965";"14723989";"23";"13";"515"
"493965";"14723186";"1";"13";"1"
"493964";"14726687";"23";"7";"275"
"493964";"14723148";"1";"7";"1"
"493963";"14724132";"23";"46";"363"
"493963";"14723145";"1";"46";"1"
"493962";"14723283";"23";"10";"482"
"493962";"14723113";"1";"10";"1"
"493961";"14723180";"23";"10";"285"
"493961";"14723095";"1";"10";"1"
"493960";"14723380";"23";"6";"371"
"493960";"14723346";"23";"6";"1"
"493960";"14723345";"16";"6";"526"
"493960";"14723342";"23";"14";"526"
"493960";"14723193";"16";"14";"1"
"493960";"14723085";"1";"6";"1"
"493959";"14724109";"23";"46";"363"
"493959";"14723058";"1";"46";"1"
"493958";"14724103";"23";"46";"363"
"493958";"14723055";"1";"46";"1"
"493957";"14726713";"23";"7";"275"
"493957";"14723035";"1";"7";"1"
"493956";"14723032";"23";"10";"364"
"493956";"14722996";"1";"10";"1"
"493955";"14723289";"23";"10";"375"
"493955";"14722965";"1";"10";"1"
"493954";"14726891";"23";"7";"275"
"493954";"14722961";"1";"7";"1"
"493953";"14726703";"23";"7";"275"
"493953";"14722926";"1";"7";"1"
"493952";"14723082";"23";"46";"363"
"493952";"14722904";"1";"46";"1"
"493951";"14726877";"23";"7";"275"
"493951";"14726868";"23";"7";"578"
"493951";"14722883";"1";"7";"1"
"493950";"14726753";"23";"7";"275"
"493950";"14722828";"1";"7";"1"
"493949";"14724315";"23";"7";"578"
"493949";"14722800";"1";"7";"1"
"493948";"14726955";"23";"7";"578"
"493948";"14722790";"1";"7";"1"
"493947";"14723374";"23";"7";"578"
"493947";"14722772";"1";"7";"1"
"493946";"14725937";"23";"7";"385"
"493946";"14722762";"1";"7";"1"
"493945";"14723048";"23";"41";"473"
"493945";"14722751";"1";"41";"1"
"493944";"14726975";"23";"7";"578"
"493944";"14722731";"1";"7";"1"
"493943";"14726743";"23";"7";"275"
"493943";"14722728";"1";"7";"1"
"493942";"14733503";"23";"5";"7"
"493942";"14722708";"1";"5";"1"
"493941";"14726965";"23";"7";"275"
"493941";"14722676";"1";"7";"1"
"493940";"14727284";"23";"7";"275"
"493940";"14722673";"1";"7";"1"
"493939";"14723211";"23";"10";"285"
"493939";"14722670";"1";"10";"1"
"493938";"14726335";"23";"7";"385"
"493938";"14722644";"1";"7";"1"
"493937";"14723273";"23";"10";"482"
"493937";"14722641";"1";"10";"1"
"493936";"14723416";"23";"7";"578"
"493936";"14722626";"1";"7";"1"
"493935";"14726813";"23";"7";"275"
"493935";"14722531";"1";"7";"1"
"493934";"14723241";"23";"10";"482"
"493934";"14722471";"1";"10";"1"
"493933";"14723022";"23";"10";"364"
"493933";"14722468";"1";"10";"1"
"493932";"14725991";"23";"7";"385"
"493932";"14722458";"1";"7";"1"
"493931";"14726885";"23";"7";"578"
"493931";"14722430";"1";"7";"1"
"493930";"14726848";"23";"7";"275"
"493930";"14722405";"1";"7";"1"
"493929";"14722851";"23";"14";"526"
"493929";"14722441";"23";"14";"1"
"493929";"14722440";"16";"14";"6"
"493929";"14722424";"23";"6";"6"
"493929";"14722378";"1";"6";"1"
"493928";"14722959";"23";"6";"371"
"493928";"14722871";"23";"6";"1"
"493928";"14722870";"16";"6";"526"
"493928";"14722861";"23";"14";"526"
"493928";"14722375";"1";"14";"1"
"493927";"14722507";"23";"7";"578"
"493927";"14722356";"1";"7";"1"
"493926";"14722623";"23";"7";"578"
"493926";"14722264";"1";"7";"1"
"493925";"14722402";"23";"42";"350"
"493925";"14722244";"1";"42";"1"
"493924";"14722583";"23";"8";"597"
"493924";"14722227";"1";"8";"1"
"493923";"14722369";"23";"13";"515"
"493923";"14722220";"1";"13";"1"
"493922";"14722513";"23";"7";"578"
"493922";"14722203";"1";"7";"1"
"493921";"14727111";"23";"7";"578"
"493921";"14722200";"1";"7";"1"
"493920";"14722179";"23";"11";"258"
"493920";"14722160";"1";"11";"1"
"493919";"14722396";"23";"10";"347"
"493919";"14722141";"1";"10";"1"
"493918";"14723515";"23";"7";"578"
"493918";"14722131";"1";"7";"1"
"493917";"14725970";"23";"7";"385"
"493917";"14722113";"1";"7";"1"
"493916";"14727594";"23";"7";"578"
"493916";"14722080";"1";"7";"1"
"493915";"14727011";"23";"7";"275"
"493915";"14722059";"1";"7";"1"
"493914";"14725960";"23";"7";"385"
"493914";"14722046";"1";"7";"1"
"493913";"14726021";"23";"7";"385"
"493913";"14722025";"1";"7";"1"
"493912";"14724029";"23";"46";"469"
"493912";"14722013";"1";"46";"1"
"493911";"14727514";"23";"7";"578"
"493911";"14721975";"1";"7";"1"
"493910";"14725947";"23";"7";"385"
"493910";"14721972";"1";"7";"1"
"493909";"14722096";"23";"15";"132"
"493909";"14721930";"1";"15";"1"
"493908";"14726011";"23";"7";"385"
"493908";"14721927";"1";"7";"1"
"493907";"14726381";"23";"7";"385"
"493907";"14721917";"1";"7";"1"
"493906";"14726995";"23";"7";"578"
"493906";"14721894";"1";"7";"1"
"493905";"14724019";"23";"13";"8"
"493905";"14721886";"1";"13";"1"
"493904";"14721997";"23";"14";"526"
"493904";"14721860";"1";"14";"1"
"493903";"14722040";"23";"14";"526"
"493903";"14721857";"1";"14";"1"
"493902";"14726053";"23";"7";"385"
"493902";"14721835";"1";"7";"1"
"493901";"14725432";"23";"12";"28"
"493901";"14721832";"1";"12";"1"
"493900";"14728029";"23";"7";"385"
"493900";"14727144";"23";"7";"275"
"493900";"14721803";"1";"7";"1"
"493899";"14726858";"23";"7";"578"
"493899";"14721800";"1";"7";"1"
"493898";"14722103";"23";"40";"126"
"493898";"14721781";"1";"40";"1"
"493897";"14727482";"23";"7";"578"
"493897";"14721750";"1";"7";"1"
"493896";"14727654";"23";"7";"578"
"493896";"14721747";"1";"7";"1"
"493895";"14721794";"23";"6";"371"
"493895";"14721724";"1";"6";"1"
"493894";"14727564";"23";"7";"578"
"493894";"14721705";"1";"7";"1"
"493893";"14723733";"23";"7";"385"
"493893";"14721691";"1";"7";"1"
"493892";"14726477";"23";"46";"363"
"493892";"14721721";"23";"46";"469"
"493892";"14721675";"1";"46";"1"
"493891";"14725463";"23";"7";"578"
"493891";"14721661";"1";"7";"1"
"493890";"14725705";"23";"8";"471"
"493890";"14725664";"23";"8";"1"
"493890";"14725663";"16";"8";"526"
"493890";"14725583";"23";"14";"526"
"493890";"14725520";"23";"14";"1"
"493890";"14725519";"16";"14";"471"
"493890";"14721735";"23";"8";"471"
"493890";"14721647";"1";"8";"1"
"493889";"14728130";"23";"10";"375"
"493889";"14721620";"1";"10";"1"
"493888";"14723400";"23";"30";"340"
"493888";"14721595";"1";"30";"1"
"493887";"14723740";"23";"46";"363"
"493887";"14721644";"23";"46";"469"
"493887";"14721582";"1";"46";"1"
"493886";"14727544";"23";"7";"578"
"493886";"14721562";"1";"7";"1"
"493885";"14726935";"23";"7";"578"
"493885";"14721535";"1";"7";"1"
"493884";"14727194";"23";"7";"578"
"493884";"14721532";"1";"7";"1"
"493883";"14756275";"23";"46";"363"
"493883";"14721518";"23";"46";"469"
"493883";"14721503";"1";"46";"1"
"493882";"14721907";"23";"13";"515"
"493882";"14721485";"1";"13";"1"
"493881";"14727462";"23";"7";"578"
"493881";"14721462";"1";"7";"1"
"493880";"14727452";"23";"7";"578"
"493880";"14721459";"1";"7";"1"
"493879";"14721452";"23";"8";"392"
"493879";"14721422";"1";"8";"1"
"493878";"14750253";"23";"7";"385"
"493878";"14721394";"1";"7";"1"
"493877";"14723473";"23";"46";"363"
"493877";"14721413";"23";"46";"469"
"493877";"14721376";"1";"46";"1"
"493876";"14721407";"23";"7";"385"
"493876";"14721336";"1";"7";"1"
"493875";"14721575";"23";"10";"347"
"493875";"14721301";"1";"10";"1"
"493874";"14727395";"23";"7";"275"
"493874";"14721298";"1";"7";"1"
"493873";"14727420";"23";"7";"275"
"493873";"14727411";"23";"7";"578"
"493873";"14721247";"1";"7";"1"
"493872";"14727071";"23";"7";"578"
"493872";"14721244";"1";"7";"1"
"493871";"14727432";"23";"7";"578"
"493871";"14721241";"1";"7";"1"
"493870";"14727087";"23";"7";"578"
"493870";"14721238";"1";"7";"1"
"493869";"14721482";"23";"14";"528"
"493869";"14721204";"1";"14";"1"
"493868";"14750072";"23";"7";"385"
"493868";"14721188";"1";"7";"1"
"493867";"14727101";"23";"7";"578"
"493867";"14721168";"1";"7";"1"
"493866";"14721495";"23";"8";"13"
"493866";"14721126";"1";"8";"1"
"493865";"14721778";"23";"24";"495"
